placeA_FIPS,placeB_FIPS,BtoA,AtoB
54003,24043,"1,368",522
54011,54099,"1,056",344
54081,54019,889,208
54081,54055,498,87
54011,39087,935,529
54011,54079,633,245
54003,54031,338,0
54107,39167,460,798
54077,54061,599,266
54061,42091,323,19
54031,51171,0,302
54089,54063,293,0
54043,54039,403,115
54021,54007,308,21
54107,2020,274,0
54059,21195,145,414
54025,47187,0,268
54009,12099,0,262
54039,54079,872,616
54039,37067,0,253
54061,54049,454,206
54049,42003,0,239
54039,37183,236,0
54061,54003,289,54
54011,12011,235,0
54051,39013,259,31
54013,54007,227,0
54061,51059,242,17
54037,37183,0,217
54035,37109,211,0
54035,54007,213,3
54081,55133,0,207
54041,21043,0,206
54055,54047,221,25
54027,24510,195,0
54029,37183,0,195
54041,2020,194,0
54033,54049,455,264
54055,51185,280,471
54027,24021,0,187
54003,54037,"1,040",856
54029,39081,316,134
54061,42125,144,326
54077,12057,0,180
54077,42111,0,171
54003,51107,24,194
54039,42003,0,170
54003,21097,168,0
54061,24001,167,0
54003,24031,174,9
54061,54107,219,57
54037,51107,220,59
54097,21195,161,0
54003,24009,0,161
54037,6053,160,0
54023,51171,0,160
54053,39053,57,216
54061,54081,158,0
54107,39045,0,158
54033,54107,177,21
54019,12125,0,156
54037,24031,183,28
54067,54019,176,22
54095,6059,0,153
54081,12031,152,0
54001,51800,0,151
54061,4013,0,150
54077,42119,0,150
54057,24001,333,184
54061,54057,170,22
54055,12069,145,0
54065,24043,215,71
54029,42085,0,144
54061,25015,0,143
54061,48141,0,142
54081,28031,141,0
54081,6071,138,0
54069,12085,0,138
54039,54035,405,268
54039,54107,173,37
54011,51191,136,0
54011,54045,145,10
54025,45003,135,0
54011,21067,15,150
54029,42003,113,247
54061,42059,248,115
54069,39111,0,133
54013,54107,132,0
54005,54045,266,135
54061,34005,146,16
54009,42125,155,26
54011,13089,129,0
54055,2020,129,0
54055,12103,0,129
54081,37067,0,129
54003,11001,0,128
54061,54011,142,15
54061,54001,144,19
54055,54007,125,0
54089,12095,125,0
54037,33011,0,125
54003,54065,212,88
54037,24043,177,56
54011,12031,36,156
54037,12117,0,120
54087,39145,0,120
54039,17031,18,137
54033,51069,0,119
54097,34025,138,20
54061,6029,0,117
54107,54095,126,10
54081,54109,188,73
54067,37019,115,0
54003,24021,400,286
54079,54099,114,0
54079,39049,58,172
54071,12031,0,114
54079,47113,0,114
54081,54089,125,13
54053,54039,136,25
54011,6065,135,24
54061,54079,130,19
54013,36101,111,0
54029,39029,10,121
54097,54039,110,0
54055,37147,0,110
54039,26163,109,0
54081,13067,0,109
54061,39049,11,118
54065,42091,0,107
54005,45063,105,0
54065,24025,105,0
54003,24047,0,105
54011,37129,0,105
54103,54095,152,48
54039,6073,119,16
54105,54107,111,9
54097,54093,108,6
54061,51750,0,102
54081,24031,0,102
54077,54091,136,35
54053,39105,133,32
54097,13215,0,101
54011,51143,100,0
54011,17161,0,100
54077,24023,34,133
54029,54009,480,382
54083,54019,104,6
54003,51043,10,108
54035,54053,174,77
54039,51015,97,0
54077,51700,97,0
54099,39087,132,229
54077,51167,0,97
54055,54063,169,73
54017,54091,96,0
54029,13127,96,0
54029,12071,31,127
54035,12017,0,96
54039,23011,0,96
54069,39013,391,296
54057,54023,116,21
54039,28087,0,95
54079,13075,0,95
54107,39009,106,12
54049,40031,0,94
54049,54039,97,4
54045,2020,93,0
54003,48167,0,93
54061,29097,0,93
54011,17031,0,92
54037,41071,0,92
54043,12017,0,92
54087,54039,243,152
54011,54107,100,9
54051,54065,91,0
54065,39013,91,0
54033,37021,0,91
54011,54049,99,9
54061,51153,90,0
54081,37049,90,0
54041,39049,0,90
54011,47093,117,28
54075,39035,0,88
54029,12057,0,87
54003,22071,86,0
54037,51179,86,0
54065,54077,86,0
54055,47163,0,86
54025,51153,0,85
54045,12083,0,85
54109,54047,89,5
54037,72137,84,0
54069,54021,84,0
54107,21121,84,0
54057,42091,4,88
54023,24023,0,84
54039,39025,0,84
54003,51069,234,151
54039,54025,115,32
54011,24031,83,0
54055,51087,83,0
54039,21019,14,97
54025,51650,0,83
54049,54103,88,6
54079,48199,82,0
54055,47073,0,82
54035,47009,0,81
54107,51161,0,81
54069,54033,88,8
54003,34023,80,0
54009,51041,80,0
54045,39087,80,0
54061,24031,188,109
54061,24003,92,13
54033,4013,79,0
54039,24031,79,0
54047,51117,79,0
54003,37025,0,79
54029,12011,0,79
54039,22019,0,79
54055,54039,100,22
54011,26145,78,0
54035,54033,78,0
54039,54109,78,0
54019,12103,0,78
54003,24003,94,17
54051,17199,77,0
