placeA_FIPS,placeB_FIPS,BtoA,AtoB
10001,10003,"1,782","2,116"
10003,42101,"2,241",689
10003,42045,"1,678",913
10003,42029,"1,371","1,003"
10001,10005,"1,221","1,100"
10003,24015,921,"1,232"
10005,24045,758,"1,045"
10003,10005,848,733
10005,24047,464,215
10003,34007,456,147
10003,42091,260,261
10003,36059,347,173
10001,36047,502,0
10003,34033,286,206
10005,24003,224,262
10003,36119,428,56
10001,42101,231,206
10003,34039,367,66
10003,34025,396,31
10003,36061,210,209
10005,42045,222,161
10003,51770,359,7
10003,36103,283,73
10003,34021,72,284
10003,34015,134,218
10003,48201,122,221
10003,42043,24,316
10005,24031,246,90
10005,24005,227,109
10003,24025,230,91
10003,34005,297,20
10003,6073,314,0
10003,34023,164,145
10003,17031,119,185
10003,24510,71,222
10001,24033,188,94
10003,42003,210,71
10003,9015,0,281
10003,34011,256,14
10003,11001,34,234
10003,37119,126,136
10003,36047,232,27
10003,34029,234,24
10005,42071,237,20
10003,24005,77,174
10005,42101,235,14
10003,36001,27,221
10003,42017,129,116
10005,51059,188,55
10003,72127,239,0
10003,42071,61,177
10001,34011,228,7
10003,9001,160,75
10003,42079,156,69
10003,4019,62,157
10003,34013,170,47
10001,12057,25,186
10001,37183,0,209
10003,36085,196,12
10003,25017,162,46
10003,51059,76,128
10003,39049,165,33
10003,12095,77,119
10003,6037,144,50
10005,24015,131,63
10003,25025,156,37
10003,34027,152,41
10003,51013,62,128
10001,34015,54,136
10001,15003,46,143
10003,42011,136,50
10001,42029,147,37
10003,51107,0,183
10003,4013,128,53
10003,24021,49,132
10003,34003,121,58
10003,24003,86,89
10001,24003,57,115
10005,37067,125,44
10003,13121,153,15
10003,24017,21,145
10005,24510,50,115
10003,36081,146,15
10001,24025,155,0
10001,34039,151,0
10003,9003,143,6
10001,34005,135,13
10003,12009,3,144
10003,12011,116,30
10003,27053,112,34
10005,42091,66,80
10001,24015,136,7
10001,12069,21,121
10001,24045,15,127
10005,24011,110,31
10003,39035,86,55
10003,12015,0,140
10003,12086,34,104
10003,24033,89,48
10005,42029,83,54
10003,25021,135,0
10005,34037,133,1
10003,24031,55,79
10005,42133,109,24
10003,36005,49,84
10003,12103,64,65
10001,42045,64,64
10003,6059,33,95
10005,42017,53,74
10005,12071,45,82
10001,29137,126,0
10003,34001,87,39
10001,32023,0,124
10003,36087,123,0
10003,17019,80,42
10003,49011,120,0
10003,24027,51,68
10001,49011,33,82
10005,21015,0,115
10003,44007,69,40
10001,24035,32,77
10005,18043,0,109
10003,42077,38,70
10003,26075,0,106
10001,51680,105,0
10001,32003,93,12
10003,42095,46,59
10005,51680,44,61
10005,24041,34,69
10001,34007,86,16
10003,12071,0,102
10005,51001,88,13
10003,34017,86,15
10001,24011,22,79
10003,22071,0,101
10001,23011,100,0
10001,51550,0,100
10003,48121,0,100
10003,42021,89,10
10003,6097,0,99
10003,12005,98,0
10001,51199,0,98
10005,42075,97,0
10003,36055,65,32
10003,24011,26,71
10003,34019,94,1
10001,9007,0,95
10003,48453,0,95
10005,2020,94,0
10003,25027,82,12
10003,12057,32,62
10001,12073,0,93
10001,30001,0,93
10003,13217,0,93
10001,13121,92,0
10003,6071,92,0
10001,2090,91,0
10001,11001,90,0
10001,53015,90,0
10003,51510,6,82
10003,45019,49,38
10003,34035,86,0
10005,24033,51,35
10003,13153,15,71
10003,72021,85,0
10001,34021,84,0
10003,9013,84,0
10005,37097,84,0
10005,51153,74,10
10003,45079,22,62
10001,24043,5,79
10001,24005,55,28
10003,12101,0,83
10003,51087,39,43
10003,45013,0,82
10005,36103,81,0
10001,17031,53,28
10005,34029,22,59
10005,34007,17,64
10003,34009,64,16
10005,37133,21,59
10003,42027,19,61
10003,8013,13,66
10003,6065,77,0
10005,12011,13,64
10001,51810,9,68
10003,48085,0,77
10005,24035,75,0
10005,42011,71,4
10003,51810,55,20
10005,26163,65,9
10005,24013,63,11
10001,42091,16,58
10003,6083,67,6
10003,29189,72,0
10003,12111,55,17
10001,36081,43,29
10005,54003,10,62
10003,8031,7,65
10001,49057,71,0
10003,9009,71,0
10003,34031,71,0
10005,13067,71,0
10003,51121,40,31
10005,34033,3,68
10001,55079,0,71
10005,13139,0,71
10003,48029,20,50
10001,42041,0,70
10003,51710,52,17
10001,24029,48,21
10003,42133,20,48
10003,6081,17,51
10003,37001,0,68
10003,37019,57,10
10001,36001,20,47
10003,1097,0,67
10005,37095,0,67
10003,54061,25,41
10003,40143,0,64
10001,16039,63,0
10001,45045,63,0
10001,56021,63,0
10005,11001,63,0
10003,13089,7,56
10005,1103,0,63
10003,28049,62,0
10005,37051,23,37
10001,47065,59,0
10003,39153,59,0
10003,13135,34,25
10001,34013,33,26
10001,12095,0,59
10003,45003,0,59
10005,48113,0,59
10003,12099,28,30
10005,51041,6,52
10003,37057,0,58
10001,24017,57,0
10001,24510,57,0
10003,13233,57,0
10003,47037,25,32
10003,20177,0,57
10005,36047,56,0
10005,12017,0,56
10001,36119,55,0
10005,34013,55,0
10005,42079,21,34
10003,51680,0,55
10005,55079,0,55
10005,24021,31,23
10001,34035,53,0
10001,12011,52,0
10003,9011,30,22
10003,42041,26,26
10001,37081,4,48
10001,42027,0,52
10003,2020,51,0
10005,36067,51,0
10003,37133,13,38
10005,47037,7,44
10005,6065,0,51
10005,24019,30,20
10003,32003,21,29
10005,24009,0,50
10005,72127,49,0
10001,24031,48,0
10003,29183,48,0
10003,72069,48,0
10005,34009,48,0
10005,36059,48,0
10003,37135,46,2
10005,45051,25,23
10005,12019,6,42
10003,12053,5,43
10003,51125,0,48
10003,36027,43,4
10003,26065,32,15
10001,6053,19,28
10001,12085,17,30
10005,37119,4,43
10001,35009,0,47
10003,25013,0,47
10003,39095,0,47
10003,54099,0,47
10001,33011,46,0
10003,29099,46,0
10005,21101,46,0
10005,42077,43,3
10001,1101,0,46
10003,24039,17,28
10001,40109,0,45
10003,13131,0,45
10003,24037,0,45
10003,42069,0,45
10005,49011,0,45
10001,42047,44,0
10003,12001,19,25
10003,6067,16,28
10001,51059,13,31
10001,37191,0,44
10003,55131,0,44
10005,8117,0,44
10005,23005,0,44
10005,24017,0,44
10001,9011,43,0
10001,34031,43,0
10003,51153,43,0
10001,34009,30,13
10003,53033,12,31
10005,45075,0,43
10001,51650,38,4
10005,34025,26,16
10003,24047,17,25
10001,42011,11,31
10005,4013,9,33
10003,42013,3,39
10001,45079,0,42
10003,54003,0,42
10001,36087,41,0
10003,37183,4,37
10001,13067,0,41
10001,29105,0,41
10001,13057,40,0
10001,21111,0,40
10001,12097,39,0
10001,13185,39,0
10001,37045,39,0
10003,36109,39,0
10005,9009,39,0
10005,12031,39,0
10003,12115,31,8
10001,2020,29,10
10001,24019,22,17
10001,9003,4,35
10001,39149,0,39
10003,41039,0,39
10001,45013,38,0
10005,24039,32,6
10005,34035,9,29
10001,36035,0,38
10003,47125,0,38
10001,18181,37,0
10001,39167,37,0
10003,51700,37,0
10005,24027,37,0
10003,37155,22,15
10001,18097,18,19
10003,42037,18,19
10001,12033,0,37
10001,34017,0,37
10003,20061,0,37
10003,23005,0,37
10005,39049,0,37
10005,6013,36,0
10005,27085,36,0
10005,34001,36,0
10005,48355,36,0
10001,34029,28,8
10005,42003,22,14
10001,48099,0,36
10003,39155,0,36
10003,42061,0,36
10003,42063,0,36
10005,8059,0,36
10001,42083,35,0
10003,21111,35,0
10003,6001,17,18
10003,15003,0,35
10003,37031,0,35
10001,6019,34,0
10003,17167,34,0
10005,34005,34,0
10005,42081,29,5
10003,51003,22,12
10001,42089,20,14
10003,24045,14,20
10003,4005,8,26
10003,23019,8,26
10001,17163,33,0
10001,34001,33,0
10003,1039,33,0
10005,47065,33,0
10005,42041,24,9
10001,48201,23,10
10005,45043,0,33
10005,54061,0,33
10001,56025,32,0
10001,72151,32,0
10003,26005,32,0
10003,35001,32,0
10001,16045,0,32
10001,42021,0,32
10003,12075,0,32
10003,18057,0,32
10003,39017,0,32
10003,45077,0,32
10005,8013,0,32
10003,16001,31,0
10003,36029,31,0
10005,12111,31,0
10005,31055,31,0
10005,45019,31,0
10001,42079,11,20
10001,44007,0,31
10003,6085,0,31
10003,51143,0,31
10005,12021,0,31
10005,12095,0,31
10005,12127,0,31
10001,51510,30,0
10005,48201,30,0
10003,54039,10,20
10001,12115,0,30
10001,42001,0,30
10003,42129,29,0
10005,9013,29,0
10005,39127,29,0
10003,24013,20,9
10005,34003,11,18
10003,8005,0,29
10003,31109,0,29
10003,42035,0,29
10001,35001,28,0
10001,39003,28,0
10003,34037,28,0
10003,42093,28,0
10005,35001,28,0
10003,42085,12,16
10005,12103,6,22
10001,28047,5,23
10001,12071,0,28
10001,42107,0,28
10001,45051,0,28
10003,6089,0,28
10003,8059,0,28
10003,12073,0,28
10001,8005,27,0
10003,1003,27,0
10003,8041,27,0
10003,72051,27,0
10005,42073,21,6
10001,4021,0,27
10001,12009,0,27
10001,12081,0,27
10003,42109,0,27
10001,36061,26,0
10003,6111,26,0
10005,12091,26,0
10005,22051,26,0
10005,36089,26,0
10005,51017,26,0
10001,24039,17,9
10005,12009,15,11
10001,48027,0,26
10001,24041,25,0
10001,45085,25,0
10003,12033,25,0
10003,20125,25,0
10003,48303,25,0
