placeA_FIPS,placeB_FIPS,BtoA,AtoB
2170,2020,"1,887","1,622"
2020,2090,"1,130",549
2122,2020,678,627
2090,4013,385,797
2020,53033,382,777
2090,48201,0,967
2170,2122,669,167
2020,6037,143,680
2020,2050,601,191
2020,12127,13,761
2020,36047,6,723
2020,6067,569,158
2020,41051,365,338
2020,4013,110,556
2020,17031,169,481
2020,8041,354,280
2020,48201,156,469
2090,2240,383,208
2020,11001,59,528
2020,36059,11,568
2090,2170,322,256
2020,15003,230,346
2110,2020,368,206
2020,12071,72,487
2110,16001,61,486
2020,45019,0,528
2020,12009,55,461
2020,37051,400,114
2090,13215,154,354
2020,12103,0,508
2020,16001,86,417
2020,12086,103,382
2090,53053,272,202
2020,12031,39,421
2090,48027,20,433
2020,32003,150,295
2090,24033,0,442
2090,15003,123,306
2020,36081,0,419
2020,6073,210,206
2020,26163,108,299
2090,22115,224,180
2020,2150,241,162
2090,2122,295,104
2020,21117,0,383
2020,12099,14,367
2020,40031,108,272
2020,48141,376,0
2020,53053,172,203
2220,4013,1,374
2090,12127,0,375
2020,41067,22,351
2020,17019,0,371
2170,16001,23,343
2020,44007,0,366
2020,40109,87,277
2020,4019,100,262
2020,29189,0,359
2170,36029,0,357
2020,48485,294,60
2020,36103,9,330
2261,2020,186,151
2170,48201,0,326
2090,49035,168,157
2020,49049,97,227
2090,2290,189,134
2020,6059,33,286
2020,36061,76,237
2020,48439,5,308
2020,25025,11,298
2020,26145,0,293
2110,41067,19,271
2122,6073,65,222
2020,51550,0,287
2020,9009,0,286
2261,2170,189,94
2020,17111,9,274
2110,39145,0,279
2090,1097,277,0
2020,48029,209,67
2090,38101,0,275
2020,54107,0,274
2020,39049,120,153
2020,49035,169,102
2188,2020,137,132
2020,47157,0,266
2020,49011,70,193
2150,16001,0,262
2090,53033,67,194
2020,12095,0,260
2122,4013,114,143
2020,2013,227,29
2020,8031,197,58
2090,48453,105,148
2090,48029,124,127
2170,32003,3,247
2090,1125,0,246
2170,12103,0,245
2016,6037,39,204
2130,25001,0,242
2020,6095,163,77
2020,24033,115,125
2185,2020,196,40
2020,21113,0,236
2020,51700,25,210
2020,1125,0,234
2170,4013,81,151
2170,53033,194,36
2020,12073,39,191
2020,48121,0,230
2090,37051,57,172
2090,48441,22,206
2020,8059,85,142
2020,46113,225,0
2090,6073,32,193
2020,51059,23,199
2020,19039,0,221
2240,24003,0,220
2020,51710,0,219
2020,20091,14,204
2020,13245,151,66
2020,12091,131,86
2020,24510,75,141
2020,13121,30,183
2020,48453,12,201
2020,2270,109,103
2150,12031,0,211
2090,13121,199,10
2090,37085,0,208
2090,48187,0,203
2020,41039,189,11
2020,37179,0,200
2020,6085,21,178
2020,33005,0,199
2110,41011,198,0
2020,6013,54,144
2020,29169,83,113
2090,6065,49,147
2020,54041,0,194
2180,4013,0,193
2020,47093,0,192
2020,19163,26,164
2090,13067,180,9
2020,53035,0,188
2122,12071,0,188
2290,48029,0,188
2020,17093,97,90
2020,6065,93,94
2020,53011,85,101
2170,49011,0,185
2090,4019,184,0
2170,37097,0,184
2020,36005,29,154
2150,12021,0,183
2020,8037,0,181
2170,6037,0,181
2020,53073,59,121
2180,16027,0,180
2090,32003,33,146
2020,13063,0,179
2122,53033,126,52
2020,26161,0,178
2020,46093,0,178
2020,55139,177,0
2090,2068,174,2
2020,39035,36,140
2020,2195,136,39
2020,35001,0,175
2020,48339,53,121
2122,6037,32,142
2020,53061,98,73
2020,41005,62,109
2122,12099,3,167
2090,28073,0,170
2020,2220,128,39
2020,48027,62,105
2090,48141,53,114
2020,2070,88,78
2020,5007,0,166
2090,21047,145,20
2020,51660,0,165
2020,22115,138,26
2170,30089,0,164
2020,51810,3,160
2170,36059,0,161
2020,29077,99,60
2020,19153,46,113
2020,12021,32,127
2020,32031,49,108
2122,41003,124,32
2122,5023,0,156
2020,22051,23,132
2122,6019,0,155
2090,30031,37,117
2020,48441,0,154
2090,48361,0,154
2090,20103,133,19
2020,53063,63,89
2020,24009,0,152
2090,12009,0,152
2090,48113,44,107
2020,20149,0,151
2020,51153,0,151
2020,51149,43,107
2150,6073,25,124
2122,6033,0,149
2020,15007,148,0
2090,51710,0,147
2090,49057,146,0
2090,2110,108,38
2170,32031,2,144
2122,2050,138,7
2090,1113,55,90
2110,53037,0,145
