placeA_FIPS,placeB_FIPS,BtoA,AtoB
1001,1003,116,62
1001,1005,4,10
1001,1007,0,118
1001,1009,0,37
1001,1011,8,7
1001,1013,3,0
1001,1015,0,18
1001,1017,11,0
1001,1021,118,0
1001,1023,0,43
1001,1031,63,33
1001,1033,14,39
1001,1037,0,12
1001,1039,112,0
1001,1043,3,0
1001,1045,0,13
1001,1047,59,27
1001,1051,491,"1,012"
1001,1053,0,36
1001,1055,0,48
1001,1057,0,6
1001,1065,18,0
1001,1069,0,43
1001,1073,188,274
1001,1077,0,76
1001,1081,99,116
1001,1085,7,0
1001,1087,13,2
1001,1089,61,57
1001,1093,0,41
1001,1095,40,0
1001,1097,2,83
1001,1099,3,0
1001,1101,823,656
1001,1103,49,0
1001,1109,14,12
1001,1111,7,0
1001,1117,32,24
1001,1121,0,1
1001,1123,0,16
1001,1125,52,65
1001,1127,3,0
1001,1133,5,0
1001,2020,38,0
1001,4013,84,0
1001,4015,37,0
1001,4019,13,0
1001,5115,0,6
1001,6001,228,0
1001,6047,20,12
1001,6061,14,0
1001,6065,0,2
1001,6071,16,0
1001,6073,41,0
1001,8041,105,0
1001,9009,483,0
1001,12005,0,14
1001,12009,0,11
1001,12041,0,42
1001,12071,0,18
1001,12081,63,0
1001,12089,12,0
1001,12091,0,94
1001,12105,0,49
1001,13063,19,0
1001,13097,6,0
1001,13135,2,0
1001,13143,8,0
1001,13245,0,20
1001,15003,0,173
1001,16001,31,0
1001,17031,44,0
1001,17097,0,39
1001,17119,14,0
1001,17163,0,37
1001,18139,0,13
1001,19113,39,0
1001,19169,78,0
1001,20091,11,0
1001,20173,0,30
1001,20177,0,69
1001,21067,0,30
1001,21093,0,30
1001,21111,0,12
1001,22015,45,0
1001,22071,10,0
1001,22103,0,63
1001,26065,0,1
1001,26077,0,3
1001,26111,0,55
1001,26163,0,18
1001,28041,4,0
1001,28045,0,31
1001,28073,78,0
1001,29077,0,20
1001,29095,0,19
1001,29097,25,0
1001,32003,23,31
1001,33011,4,0
1001,35009,29,15
1001,36063,46,0
1001,36119,32,0
1001,37021,1,0
1001,37051,0,1
1001,37133,0,23
1001,37191,0,90
1001,39029,0,7
1001,39093,37,0
1001,42061,0,3
1001,42083,5,0
1001,45045,25,0
1001,45047,0,5
1001,46093,0,30
1001,46103,38,0
1001,47037,5,0
1001,47065,0,2
1001,47077,4,0
1001,48029,0,26
1001,48121,0,21
1001,48139,0,67
1001,48187,0,28
1001,48201,0,23
1001,48355,0,11
1001,48439,0,30
1001,48485,0,20
1001,49035,8,0
1001,49039,0,2
1001,51013,0,45
1001,51059,0,186
1001,51177,0,8
1001,51550,0,7
1001,51685,0,18
1001,51710,9,0
1001,53067,26,0
1001,55015,46,0
1001,56013,9,0
1001,ASI000,21,
1001,EUR000,51,
1003,1001,62,116
