placeA_FIPS,placeB_FIPS,BtoA,AtoB
4013,4021,"16,762","16,438"
4019,4013,"9,469","6,681"
4013,6037,"4,979","4,042"
4013,32003,"4,171","3,752"
4005,4013,"3,975","3,234"
4025,4013,"3,827","2,758"
4013,6073,"3,259","3,107"
4021,4019,"3,494","1,929"
4013,17031,"2,960","2,054"
4013,4017,"2,369","2,312"
4013,6059,"2,423","2,049"
4013,53033,"1,679","2,346"
4013,6065,"1,953","1,766"
4015,4013,"1,819","1,698"
4013,49035,"1,735","1,698"
4013,8041,"2,035","1,314"
4015,32003,"1,351","1,906"
4003,4019,"1,585","1,529"
4027,4013,"1,778","1,106"
4013,4007,"1,607","1,227"
4003,4013,"1,771","1,020"
4013,6071,"1,264","1,495"
4013,49049,"1,373","1,363"
4013,48201,"1,038","1,401"
4019,6037,"1,323",987
4019,4023,"1,598",631
4019,6073,"1,104",903
4013,4001,"1,171",797
4013,48141,997,970
4015,6071,994,912
4013,6085,"1,191",667
4013,6001,583,"1,259"
4013,35001,860,974
4025,4005,"1,255",535
4013,48113,874,912
4019,4027,865,836
4013,53053,"1,036",611
4013,41051,719,895
4013,48439,423,"1,150"
4013,26125,"1,198",353
4013,27053,895,609
4013,6111,743,703
4027,6073,889,544
4015,6037,"1,004",359
4013,17043,904,399
4013,41067,527,773
4005,4019,905,360
4019,4025,651,591
4013,48453,522,705
4013,31055,674,519
4013,2090,797,385
4013,17089,"1,012",169
4013,26163,831,337
4013,15003,642,509
4013,4009,688,455
4013,6067,552,574
4019,4015,625,480
4019,53033,678,426
4013,8005,390,673
4019,32003,662,384
4019,6059,729,316
4013,48029,430,587
4013,8001,261,750
4013,53011,602,408
4013,39049,471,538
4019,48141,407,590
4013,17197,842,150
4019,17031,610,345
4013,17097,405,537
4013,8031,396,543
4013,6083,182,755
4013,53063,498,429
4021,4001,861,60
4013,53061,670,250
4013,49011,301,615
4013,16001,590,316
4013,6013,518,375
4013,12011,348,532
4025,4015,550,328
4003,48027,373,493
4013,20091,462,402
4013,13067,397,465
4027,6025,630,220
4013,37119,267,582
4013,6079,750,91
4015,6065,536,295
4013,29095,539,284
4013,8035,413,396
4001,4017,512,296
4015,4021,511,297
4021,6037,646,160
4013,55079,524,262
4013,19153,505,278
4013,36103,597,185
4013,13121,480,285
4013,6061,526,234
4019,6065,332,413
4015,6059,444,295
4015,4027,521,213
4013,53077,354,379
4013,8069,522,205
4013,41005,339,373
4019,48029,224,487
4017,4019,463,247
4003,48141,307,402
4013,26099,535,166
4013,39035,457,241
4013,6081,532,161
4025,4021,408,285
4013,37183,291,402
4013,32031,472,211
4013,18097,500,182
4013,53005,269,411
4013,9001,189,490
4005,4017,425,253
4013,25017,302,372
4019,35001,295,376
4013,2020,556,110
4019,6071,514,151
4019,6085,353,305
4013,6029,304,350
4013,8123,230,415
4027,4021,384,259
4015,6073,442,197
4013,48303,240,398
4021,4007,625,9
4013,6099,287,347
4013,49053,407,224
4021,4017,354,273
4013,6041,272,354
4013,40109,139,486
4019,4009,375,238
4013,51059,304,308
4013,36081,557,54
4013,8013,273,336
4013,6075,343,265
4019,53061,176,427
4013,4012,301,300
4019,48439,102,499
4013,35043,462,136
4013,48491,197,400
4015,4017,473,116
4013,35045,179,409
4021,26049,584,0
4013,17111,459,122
4013,55133,356,225
